2000	13.4	2.5	28.1
2001	17.3	7.0	31.8
2002	17.2	6.2	31.9
2003	16.8	3.3	31.8
2004	14.4	2.9	29.2
2005	13.7	4.2	28.0
2006	16.8	3.9	31.8
2007	16.0	8.1	29.8
2008	16.5	2.4	31.5
2009	16.4	4.6	31.2
2010	17.0	4.5	31.9
2011	14.9	7.8	28.4
2012	14.1	3.0	28.8
2013	14.8	6.2	28.9
2014	14.2	3.0	28.9
2015	15.3	7.6	29.1
2016	17.8	6.8	32.4
2017	17.7	3.7	32.6
2018	16.0	4.7	30.7
2019	15.8	8.1	29.7
2020	19.0	4.0	34.0
2021	17.8	3.6	32.8
2022	16.2	5.0	31.0
2023	16.2	6.7	30.6
